!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
30.9354.7:4,Reserved,R,,
30.9354.3:0,PI Bias adjust,RW,,
,,,,
R30.9610,Host Rx Lane 5 PI Control 0,16'h0008,,
30.9610.15:9,Reserved,R,,
30.9610.8,PI Power down,RW,,
30.9610.7:4,Reserved,R,,
30.9610.3:0,PI Bias adjust,RW,,
,,,,
R30.9866,Host Rx Lane 6 PI Control 0,16'h0008,,
30.9866.15:9,Reserved,R,,
30.9866.8,PI Power down,RW,,
30.9866.7:4,Reserved,R,,
30.9866.3:0,PI Bias adjust,RW,,
,,,,
R30.10122,Host Rx Lane 7 PI Control 0,16'h0008,,
30.10122.15:9,Reserved,R,,
30.10122.8,PI Power down,RW,,
30.10122.7:4,Reserved,R,,
30.10122.3:0,PI Bias adjust,RW,,
,,,,
R30.10378,Host Rx Lane 8 PI Control 0,16'h0008,,
30.10378.15:9,Reserved,R,,
30.10378.8,PI Power down,RW,,
30.10378.7:4,Reserved,R,,
30.10378.3:0,PI Bias adjust,RW,,
,,,,
R30.10634,Host Rx Lane 9 PI Control 0,16'h0008,,
30.10634.15:9,Reserved,R,,
30.10634.8,PI Power down,RW,,
30.10634.7:4,Reserved,R,,
30.10634.3:0,PI Bias adjust,RW,,
,,,,
,,,,
,,,,
R30.8352,Host Rx Lane 0 PI Control 1,16'h0000,,
30.8352.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.8352.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.8352.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.8352.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.8352.7:2,Reserved,R,,
30.8352.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.8352.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.8608,Host Rx Lane 1 PI Control 1,16'h0000,,
30.8608.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.8608.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.8608.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.8608.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.8608.7:2,Reserved,R,,
30.8608.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.8608.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.8864,Host Rx Lane 2 PI Control 1,16'h0000,,
30.8864.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.8864.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.8864.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.8864.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.8864.7:2,Reserved,R,,
30.8864.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.8864.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.9120,Host Rx Lane 3 PI Control 1,16'h0000,,
30.9120.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.9120.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.9120.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.9120.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.9120.7:2,Reserved,R,,
30.9120.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.9120.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.9376,Host Rx Lane 4 PI Control 1,16'h0000,,
30.9376.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.9376.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.9376.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.9376.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.9376.7:2,Reserved,R,,
30.9376.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.9376.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.9632,Host Rx Lane 5 PI Control 1,16'h0000,,
30.9632.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.9632.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.9632.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.9632.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.9632.7:2,Reserved,R,,
30.9632.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.9632.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.9888,Host Rx Lane 6 PI Control 1,16'h0000,,
30.9888.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.9888.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.9888.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.9888.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.9888.7:2,Reserved,R,,
30.9888.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.9888.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.10144,Host Rx Lane 7 PI Control 1,16'h0000,,
30.10144.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.10144.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.10144.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.10144.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.10144.7:2,Reserved,R,,
30.10144.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.10144.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.10400,Host Rx Lane 8 PI Control 1,16'h0000,,
30.10400.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.10400.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.10400.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.10400.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.10400.7:2,Reserved,R,,
30.10400.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.10400.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
R30.10656,Host Rx Lane 9 PI Control 1,16'h0000,,
30.10656.15:14,Quadrant 3,RW,,Phase Interpolator 3 quadrant override
30.10656.13:12,Quadrant 2,RW,,Phase Interpolator 2 quadrant override
30.10656.11:10,Quadrant 1,RW,,Phase Interpolator 1 quadrant override
30.10656.9:8,Quadrant 0,RW,,Phase Interpolator 0 quadrant override
30.10656.7:2,Reserved,R,,
30.10656.1,PI Lock,RW,,Set this bit = ‘1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream.
30.10656.0,PI Code Override,RW,,Set this bit = ‘1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit - See MAS.
,,,,
,,,,
,,,,
R30.8353,Host Rx Lane 0 PI Control 2,16'h0000,,
30.8353.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.8353.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.8609,Host Rx Lane 1 PI Control 2,16'h0000,,
30.8609.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.8609.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.8865,Host Rx Lane 2 PI Control 2,16'h0000,,
30.8865.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.8865.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9121,Host Rx Lane 3 PI Control 2,16'h0000,,
30.9121.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9121.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9377,Host Rx Lane 4 PI Control 2,16'h0000,,
30.9377.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9377.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9633,Host Rx Lane 5 PI Control 2,16'h0000,,
30.9633.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9633.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9889,Host Rx Lane 6 PI Control 2,16'h0000,,
30.9889.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9889.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.10145,Host Rx Lane 7 PI Control 2,16'h0000,,
30.10145.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.10145.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.10401,Host Rx Lane 8 PI Control 2,16'h0000,,
30.10401.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.10401.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.10657,Host Rx Lane 9 PI Control 2,16'h0000,,
30.10657.15:8,PI 1 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.10657.7:0,PI 0 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
,,,,
,,,,
R30.8354,Host Rx Lane 0 PI Control 3,16'h0000,,
30.8354.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.8354.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.8610,Host Rx Lane 1 PI Control 3,16'h0000,,
30.8610.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.8610.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.8866,Host Rx Lane 2 PI Control 3,16'h0000,,
30.8866.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.8866.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9122,Host Rx Lane 3 PI Control 3,16'h0000,,
30.9122.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9122.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9378,Host Rx Lane 4 PI Control 3,16'h0000,,
30.9378.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9378.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9634,Host Rx Lane 5 PI Control 3,16'h0000,,
30.9634.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9634.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.9890,Host Rx Lane 6 PI Control 3,16'h0000,,
30.9890.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.9890.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.10146,Host Rx Lane 7 PI Control 3,16'h0000,,
30.10146.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.10146.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.10402,Host Rx Lane 8 PI Control 3,16'h0000,,
30.10402.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.10402.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
R30.10658,Host Rx Lane 9 PI Control 3,16'h0000,,
30.10658.15:8,PI 3 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
30.10658.7:0,PI 2 offset Override,RW,,The MS 5 bits are used as a simple binary coded overwrite value for the main(thermometer coded) PI code. The LS 3 bits are used as a simple binary coded overwrite value for the fraction(binary coded) PI code. Please refer to coding scheme described in the MAS.
,,,,
,,,,
,,,,
R30.8355,Host Rx Lane 0 Eq adapted threshold,16'h0000,,
30.8355.15,Reserved,R,,
30.8355.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.8611,Host Rx Lane 1 Eq adapted threshold,16'h0000,,
30.8611.15,Reserved,R,,
30.8611.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.8867,Host Rx Lane 2 Eq adapted threshold,16'h0000,,
30.8867.15,Reserved,R,,
30.8867.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.9123,Host Rx Lane 3 Eq adapted threshold,16'h0000,,
30.9123.15,Reserved,R,,
30.9123.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.9379,Host Rx Lane 4 Eq adapted threshold,16'h0000,,
30.9379.15,Reserved,R,,
30.9379.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.9635,Host Rx Lane 5 Eq adapted threshold,16'h0000,,
30.9635.15,Reserved,R,,
30.9635.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.9891,Host Rx Lane 6 Eq adapted threshold,16'h0000,,
30.9891.15,Reserved,R,,
30.9891.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.10147,Host Rx Lane 7 Eq adapted threshold,16'h0000,,
30.10147.15,Reserved,R,,
30.10147.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.10403,Host Rx Lane 8 Eq adapted threshold,16'h0000,,
30.10403.15,Reserved,R,,
30.10403.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
R30.10659,Host Rx Lane 9 Eq adapted threshold,16'h0000,,
30.10659.15,Reserved,R,,
30.10659.7:0,Eq adapted threshold,R,,The value of the Equaliser adapted threshold can be read back via this register
,,,,
,,,,
,,,,
,,,,
,,,,
R30.8356,Host Rx Lane 0 Eq control 2,16'h0000,,
30.8356.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.8356.1,Reserved,R,,
30.8356.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.8612,Host Rx Lane 1 Eq control 2,16'h0000,,
30.8612.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.8612.1,Reserved,R,,
30.8612.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.8868,Host Rx Lane 2 Eq control 2,16'h0000,,
30.8868.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.8868.1,Reserved,R,,
30.8868.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.9124,Host Rx Lane 3 Eq control 2,16'h0000,,
30.9124.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.9124.1,Reserved,R,,
30.9124.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.9380,Host Rx Lane 4 Eq control 2,16'h0000,,
30.9380.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.9380.1,Reserved,R,,
30.9380.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.9636,Host Rx Lane 5 Eq control 2,16'h0000,,
30.9636.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.9636.1,Reserved,R,,
30.9636.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.9892,Host Rx Lane 6 Eq control 2,16'h0000,,
30.9892.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.9892.1,Reserved,R,,
30.9892.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.10148,Host Rx Lane 7 Eq control 2,16'h0000,,
30.10148.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.10148.1,Reserved,R,,
30.10148.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.10404,Host Rx Lane 8 Eq control 2,16'h0000,,
30.10404.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.10404.1,Reserved,R,,
30.10404.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.10660,Host Rx Lane 9 Eq control 2,16'h0000,,
30.10660.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.10660.1,Reserved,R,,
30.10660.0,Equalizer code override,RW,,"Assert this bit = ‘1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
,,,,
,,,,
R30.8357,Host Rx Lane 0 Eq observe 1,16'h0007,,
30.8357.15:4,Reserved,R,,
30.8357.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.8613,Host Rx Lane 1 Eq observe 1,16'h0007,,
30.8613.15:4,Reserved,R,,
30.8613.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.8869,Host Rx Lane 2 Eq observe 1,16'h0007,,
30.8869.15:4,Reserved,R,,
