!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
30.163.15,VL snoop enable,RW,0=disable; 1=enable,VL snoop enable. Setting this bit to a one will cause the VL snoop SMs on all 25G Ingress lanes to continuously attempt to acquire 802.3ba frame alignment markers to determine VL Ids. When this bit is cleared the snooping SM is disabled and all VL Ids will be set to 5'd31 (11111 - no marker found). 
30.163.14:5,Reserved,R,,
30.163.4:0,VL ID slot 0,R,,Snooped Virtual Lane ID for Slot 0 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
R30.164,Ingress Lane 1 VL snoop 1,16'h1F1F,,
30.164.15:13,Reserved,R,,
30.164.12:8,VL ID slot 2,R,,Snooped Virtual Lane ID for Slot 2 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
30.164.7:5,Reserved,R,,
30.164.4:0,VL ID slot 1,R,,Snooped Virtual Lane ID for Slot 1 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
R30.165,Ingress Lane 1 VL snoop 2,16'h1F1F,,
30.165.15:13,Reserved,R,,
30.165.12:8,VL ID slot 4,R,,Snooped Virtual Lane ID for Slot 2 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
30.165.7:5,Reserved,R,,
30.165.4:0,VL ID slot 3,R,,Snooped Virtual Lane ID for Slot 1 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
,,,,
R30.166,Ingress Lane 2 VL snoop 0,16'h001F,,
30.166.15,VL snoop enable,RW,0=disable; 1=enable,VL snoop enable. Setting this bit to a one will cause the VL snoop SMs on all 25G Ingress lanes to continuously attempt to acquire 802.3ba frame alignment markers to determine VL Ids. When this bit is cleared the snooping SM is disabled and all VL Ids will be set to 5'd31 (11111 - no marker found). 
30.166.14:5,Reserved,R,,
30.166.4:0,VL ID slot 0,R,,Snooped Virtual Lane ID for Slot 0 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
R30.167,Ingress Lane 2 VL snoop 1,16'h1F1F,,
30.167.15:13,Reserved,R,,
30.167.12:8,VL ID slot 2,R,,Snooped Virtual Lane ID for Slot 2 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
30.167.7:5,Reserved,R,,
30.167.4:0,VL ID slot 1,R,,Snooped Virtual Lane ID for Slot 1 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
R30.168,Ingress Lane 2 VL snoop 2,16'h1F1F,,
30.168.15:13,Reserved,R,,
30.168.12:8,VL ID slot 4,R,,Snooped Virtual Lane ID for Slot 2 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
30.168.7:5,Reserved,R,,
30.168.4:0,VL ID slot 3,R,,Snooped Virtual Lane ID for Slot 1 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
,,,,
R30.169,Ingress Lane 3 VL snoop 0,16'h001F,,
30.169.15,VL snoop enable,RW,0=disable; 1=enable,VL snoop enable. Setting this bit to a one will cause the VL snoop SMs on all 25G Ingress lanes to continuously attempt to acquire 802.3ba frame alignment markers to determine VL Ids. When this bit is cleared the snooping SM is disabled and all VL Ids will be set to 5'd31 (11111 - no marker found). 
30.169.14:5,Reserved,R,,
30.169.4:0,VL ID slot 0,R,,Snooped Virtual Lane ID for Slot 0 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
R30.170,Ingress Lane 3 VL snoop 1,16'h1F1F,,
30.170.15:13,Reserved,R,,
30.170.12:8,VL ID slot 2,R,,Snooped Virtual Lane ID for Slot 2 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
30.170.7:5,Reserved,R,,
30.170.4:0,VL ID slot 1,R,,Snooped Virtual Lane ID for Slot 1 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
R30.171,Ingress Lane 3 VL snoop 2,16'h1F1F,,
30.171.15:13,Reserved,R,,
30.171.12:8,VL ID slot 4,R,,Snooped Virtual Lane ID for Slot 2 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
30.171.7:5,Reserved,R,,
30.171.4:0,VL ID slot 3,R,,Snooped Virtual Lane ID for Slot 1 : 11111 = No VL marker found; 00000-10011 = VL marker ID number (0-19); 
