30.4532.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4788,Optical Rx Lane 2 Sense Amp offset ctl 5,16'h0000,,
30.4788.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4788.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5044,Optical Rx Lane 3 Sense Amp offset ctl 5,16'h0000,,
30.5044.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5044.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5300,Optical Rx Lane 4 Sense Amp offset ctl 5,16'h0000,,
30.5300.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5300.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5556,Optical Rx Lane 5 Sense Amp offset ctl 5,16'h0000,,
30.5556.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5556.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5812,Optical Rx Lane 6 Sense Amp offset ctl 5,16'h0000,,
30.5812.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5812.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6068,Optical Rx Lane 7 Sense Amp offset ctl 5,16'h0000,,
30.6068.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6068.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6324,Optical Rx Lane 8 Sense Amp offset ctl 5,16'h0000,,
30.6324.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6324.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6580,Optical Rx Lane 9 Sense Amp offset ctl 5,16'h0000,,
30.6580.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6580.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
,,,,
R30.4277,Optical Rx Lane 0 Sense Amp offset ctl 6,16'h0000,,
30.4277.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4277.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4533,Optical Rx Lane 1 Sense Amp offset ctl 6,16'h0000,,
30.4533.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4533.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4789,Optical Rx Lane 2 Sense Amp offset ctl 6,16'h0000,,
30.4789.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4789.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5045,Optical Rx Lane 3 Sense Amp offset ctl 6,16'h0000,,
30.5045.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5045.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5301,Optical Rx Lane 4 Sense Amp offset ctl 6,16'h0000,,
30.5301.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5301.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5557,Optical Rx Lane 5 Sense Amp offset ctl 6,16'h0000,,
30.5557.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5557.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5813,Optical Rx Lane 6 Sense Amp offset ctl 6,16'h0000,,
30.5813.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5813.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6069,Optical Rx Lane 7 Sense Amp offset ctl 6,16'h0000,,
30.6069.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6069.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6325,Optical Rx Lane 8 Sense Amp offset ctl 6,16'h0000,,
30.6325.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6325.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6581,Optical Rx Lane 9 Sense Amp offset ctl 6,16'h0000,,
30.6581.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6581.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
,,,,
R30.4278,Optical Rx Lane 0 Sense Amp offset ctl 7,16'h0000,,
30.4278.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4278.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4534,Optical Rx Lane 1 Sense Amp offset ctl 7,16'h0000,,
30.4534.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4534.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4790,Optical Rx Lane 2 Sense Amp offset ctl 7,16'h0000,,
30.4790.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4790.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5046,Optical Rx Lane 3 Sense Amp offset ctl 7,16'h0000,,
30.5046.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5046.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5302,Optical Rx Lane 4 Sense Amp offset ctl 7,16'h0000,,
30.5302.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5302.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5558,Optical Rx Lane 5 Sense Amp offset ctl 7,16'h0000,,
30.5558.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5558.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5814,Optical Rx Lane 6 Sense Amp offset ctl 7,16'h0000,,
30.5814.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5814.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6070,Optical Rx Lane 7 Sense Amp offset ctl 7,16'h0000,,
30.6070.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6070.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6326,Optical Rx Lane 8 Sense Amp offset ctl 7,16'h0000,,
30.6326.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6326.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6582,Optical Rx Lane 9 Sense Amp offset ctl 7,16'h0000,,
30.6582.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6582.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
,,,,
R30.4279,Optical Rx Lane 0 Sense Amp offset ctl 8,16'h0000,,
30.4279.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4279.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4535,Optical Rx Lane 1 Sense Amp offset ctl 8,16'h0000,,
30.4535.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4535.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.4791,Optical Rx Lane 2 Sense Amp offset ctl 8,16'h0000,,
30.4791.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.4791.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5047,Optical Rx Lane 3 Sense Amp offset ctl 8,16'h0000,,
30.5047.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5047.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5303,Optical Rx Lane 4 Sense Amp offset ctl 8,16'h0000,,
30.5303.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5303.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5559,Optical Rx Lane 5 Sense Amp offset ctl 8,16'h0000,,
30.5559.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5559.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.5815,Optical Rx Lane 6 Sense Amp offset ctl 8,16'h0000,,
30.5815.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.5815.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6071,Optical Rx Lane 7 Sense Amp offset ctl 8,16'h0000,,
30.6071.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6071.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6327,Optical Rx Lane 8 Sense Amp offset ctl 8,16'h0000,,
30.6327.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6327.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
R30.6583,Optical Rx Lane 9 Sense Amp offset ctl 8,16'h0000,,
30.6583.15:5,Adapted Offset,R,,The adapted value of the sense amp offsets can be read back via these bits.
30.6583.4:0,Offset,RW,,"The current value of the sense amp offset value can be written via this register subject to the following restriction below. The value written into this register can be read back also. This is not the adapted value of the sense amp offsets after autozero. It is simply a read back of the value that was written via this register. Sense amp offset control register bits can be read at any time. Although not essential, the user may wish to ensure that any outstanding autozero process has completed by polling the autozero complete bit: bit[2] in address 00h prior to reading offset values via these registers. In order to have the value written to these registers overwrite the sense amp offset values, bit[0] in the RX Sense Amp Offset Control Register 9 must first be asserted in a previous write cycle. "
,,,,
,,,,
,,,,
R30.4280,Optical Rx Lane 0 Sense Amp offset ctl 9,16'h0002,,
30.4280.15:2,Reserved,R,,
30.4280.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.4280.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.4536,Optical Rx Lane 1 Sense Amp offset ctl 9,16'h0002,,
30.4536.15:2,Reserved,R,,
30.4536.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.4536.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.4792,Optical Rx Lane 2 Sense Amp offset ctl 9,16'h0002,,
30.4792.15:2,Reserved,R,,
30.4792.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.4792.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.5048,Optical Rx Lane 3 Sense Amp offset ctl 9,16'h0002,,
30.5048.15:2,Reserved,R,,
30.5048.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
